audio_path,transcript,lang,lang_code,gender,age,country,accent
/home/mila/c/chris.emezue/scratch/afr/data/0C7SnWAtEjiPiDxJOSnlWOe3A18VCiyF/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0DDT6VUOXbV5VaAX2GB5ojMiALzR0VR1/audio.wav,4,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/0DbXCIkt7J7Srmfh3pQNMboIvnYTipm8/audio.wav,0,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanama
/home/mila/c/chris.emezue/scratch/afr/data/0G824Fc0AROwDGmIctEeFw19mhU7ZnW3/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0HUQPuw8wFWj8iHva9VfGRMmCUlaqjSd/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0M7u3W6ZPoVIo0P9ds1vBmt8YiFbj0y4/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0McHASMNTcGhqrZCV1Zv3bL6exsTR4iv/audio.wav,0,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0UVhZ0KSInE7rvno1FKwMAqR7qfQqSTU/audio.wav,8,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/0VEO5kPHQZofZayNrdcowYwDCqMoeK1Y/audio.wav,3,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/0Wme9lXHcoBWIgCmo0I7crL25nvloIC1/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0cQxY1hneiylIhSlwrfFvrYdTHvBcgpQ/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0dvUZ0o0MVloXJUDxU9dwjfdagLeDpKX/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0hSFNDxSoabkcEKLyeNLsH6mZUUiX6Ti/audio.wav,9,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0iAiJ9NBcCe9Q5IWedm983qmze7asrO7/audio.wav,7,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0nFqUOA4U8KfnPuX4XOGzcDeD2TYAF6L/audio.wav,1,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/0nyX8q7R5g9vZIL7vvdGEG8IILfRUGz1/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/0oSB97CXzYPMhn9JJNqUmSlzofS3H7QA/audio.wav,4,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/0ovEir2Y9hAOUZ3KrrDWxg9p09vmrJTk/audio.wav,1,oshiwambo,kua,Male,26.0,United Kingdom,Oshiwanyama
/home/mila/c/chris.emezue/scratch/afr/data/0qJlHKm5yAl64bLchaorMNthhJWgNFY5/audio.wav,8,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/0s8CKKqTUwbGIRLF3ggASkiFURZzeFaY/audio.wav,7,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/0tTjMdnkYvNJRuCpjWc67ybBVu164P2I/audio.wav,6,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/0tTk15vtguGk9YtSriQrWMBoMAOJnN2y/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0umpawNMAnpgHBLb9qB5nzR6m6awzL5R/audio.wav,6,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/0wwfKRYhelq7lzA5rEDhs1BSwEFWjPUt/audio.wav,1,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/14STovRekmsHrhU37r4bhDYBqoU57Iqx/audio.wav,3,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/1548jIhtkozJ2aNF9LVuTSjfvIHePw2W/audio.wav,2,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/185o8cax27BnlR6ey8KfrF6sYm0O8rBo/audio.wav,7,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/1A8KzmYC8QKnIlyBeSLlyYSAgTcIgLo0/audio.wav,7,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1AO3PPDcmit5np1nJwPerNDJEQmyynCb/audio.wav,9,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1AweBGShJ5cALE2MHnO9jRZECeltZmes/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1C9MOEVsW7i2E0oLdIi2TUkoFipIhqUd/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1DkOJ0C5DU8sH1ma039d3abllGS5B69r/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1Gd4WIewSJzxc3Ag5DrPXQJXh9dRRMs6/audio.wav,5,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/1HQJZJCvWnOftufDvnvifNdpRxsHxFEY/audio.wav,1,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1OfxUNW0GoltQ3hpiq64IjhdSc29RIjl/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1TrydwX8s8lr37DBA8Jpd9pabRz7HRmq/audio.wav,4,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1XSMyxCLehpiWXxtZqQWaOzOY6axSec8/audio.wav,8,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1XmMEAZAl6e9s3HYO0U1LxtoFNlmWiK4/audio.wav,5,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1XxEoIqkVSxpaEgwywo4fsPubp7TwqMB/audio.wav,4,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1aNTu3hSTBo0k9DhNgdJD6wTxcg06gRC/audio.wav,7,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1c5tH1ayz7G9QNlIynXP6v0HG7zY2qGZ/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1e9cSAoII8Kd8JO4SumhqHiTIsk9SXy5/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1eORql42YDEMsgkhGxNa9qmINYbvmd5p/audio.wav,7,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1jfOaSFFyKQwWHU7SGH7v2sjCACOZ49P/audio.wav,9,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1jlgSLTRHcnmdzd9fGcNoFbnB5duwTNj/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1l1vhjiDWa8RiSrpSCIw4fXvilPNQgpP/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1mBy6R9snf6jTCyfjxPphKNel0UNJ4Nc/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/1nu1JpbGEZVmeCwWp1yE5nelQNwcmgvK/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1p3rw4XbELictii0C7c9VgB8ilAq3TfK/audio.wav,0,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/1pqMHS4pkfNQYx4mqRsJHODrWTmaNv7Z/audio.wav,7,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1qABDOFoESlxZ5LICunyeY0AFyG3pcDu/audio.wav,4,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1qVrNBldvNFCgCC9UBpNKBeWBqIVfDGo/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1r1XecHZjjzIBgt34PRrnUBVDp0DMaWU/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1sxia655aDO6uuvKWtRva1LSDFUK9f9u/audio.wav,4,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1t83MhHf6NXvSCXgHPHzbpvBNeCFz2qr/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/1vg2gziCRZcD72QE0Plt6GAvLEVlf7cm/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1vvOiLAJIgMPr1QmcxtmxZcXUdM6O9Mb/audio.wav,0,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/1xC6uKUgdfIbtsIjqz2MYDgFpZQRoSRD/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/24BY9d9SkRxKfRxMzRPbkxxdZ0ANrhyU/audio.wav,0,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2BFLyfRLAj7hDpyJ5W5hC3x6MlJeKq1K/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2BprvBpGVbRfZ5D1DbeHfJHoBb77N2sp/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2JZ2Yx21j1XoQiJd1NCxxIlWlQ71c0Sf/audio.wav,4,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2NrPwE06TgUKD9LX5DWxTEPHV5AYLuFI/audio.wav,5,oshiwambo,kua,Male,36.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/2P628GlInxDLAzHNgmGeT1MlNBByGmLi/audio.wav,9,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2P7YMM8MAmGgsvsQJtCq1RgpGFuVCnkZ/audio.wav,6,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2PfNsv9Ih8YjxmrFaUcmkFmeUFpeq7WL/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2QbKEfIoSJjUsURcaD3shYB4JnqRU7mD/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2TWfu24SnkHhdLUPkvfP5yykXxYDczia/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2XPO1MQIs6LoYyZKwZ8gECQaAJ0qIyb8/audio.wav,1,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama 
/home/mila/c/chris.emezue/scratch/afr/data/2ZeAR1nWheMa4L9qBaArwbFenLoKO2WS/audio.wav,7,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2aqwMnPkRwvaA3dZ2vTGKkncRoO042Gn/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2ebXRYEagqdf7fAY4M8G8DjBKLsD1ocV/audio.wav,6,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/2fnTv3r1k9Q9kqR1VHFsflvP1uYaf8eU/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2gHYzxAjigSaXU4oZeckaLsLhL8gEtr6/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/2jStU8OkHfTvoYKW9aWODwOqZjyRVDKL/audio.wav,5,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/2mlU7zVQokmTRGfewUwvY5N03kMv938b/audio.wav,6,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2msU3wlmLO7Rems7bUrLQWiTAK5SkLFV/audio.wav,1,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2rDWGG6vN2lajtJaZfKtzbdADS0ZEjvm/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2sBz95A9BqJAVVRjKUBofhja1OOz75Cz/audio.wav,6,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/2sX9BRVhuFdqYtdG62FcPX31PYkag06X/audio.wav,7,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/2tAXWZPgif4MBRpQmdqivvoh5FIcy5O3/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/30EOjeOhxmsNh5Ac0DcU108wr2aN7DEb/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama 
/home/mila/c/chris.emezue/scratch/afr/data/32GH1yStLZEHOxExeWEmluIQXDuHZVbN/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/35DjIeCerOBqePqwLAJ8Atijf674k2i6/audio.wav,3,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/35mkKmtrWe5bCxcLDbIaccUBZgr3LpKL/audio.wav,9,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/35rPEJzVYm1keyYOwtZTgvwkvgV5YdiU/audio.wav,7,oshiwambo,kua,Male,36.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/37Xho1SO4BlDo4kAUAfj078KyuV8dT2o/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/37b9j5M0UL3qFfIiaWnw9Se325BiNAaK/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/38UTSt6MRgs7rAvoMZqyN6ZPSRThDApn/audio.wav,7,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/39B4tf480HuLb26fVX56SojUCGkqBHol/audio.wav,7,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
/home/mila/c/chris.emezue/scratch/afr/data/3BCpmRjVFTO28mUDImrmnNvUAJTCGoTr/audio.wav,4,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/3BkrGxPr6jVkUbmHwh7NcZ0zZrbnhV5d/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/3G1OOXvhr1Nd1SHzhK2WjweJXsFzGWLm/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3Gd5PGR4JVaWoYv6SGtxcEPpYe1Wr8jx/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3HWwpbg3oz7WIaH3MK5wz2HhssYFwAAA/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3JuXpmy9jNG9D8nxKVNSeAZYZGXDtjLu/audio.wav,3,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3L4b4AtKSWvLtMOYloPCdM9A0U1QAOSB/audio.wav,0,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/3NuTKPUxXU6na7unwim7ArEIkNKPUxnA/audio.wav,0,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/3ObzVrFYG6KlGl78PSJGheZehXKt0Wwv/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3OpbhqhN3FpN9ERJduBjJfTW66UU6kzn/audio.wav,1,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/3PfRDHFxNiAqhmQZqDKOwZMnjJ63lhV2/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3PkXXqNWlufrWZcXoNcqI9gePDOLi59d/audio.wav,4,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3QSNHcvATMO2ejXS1vtOUZ8ySXqSxBbm/audio.wav,8,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3S6QXT8rly9D4zxjXr3jGfWRaZuGsLcb/audio.wav,0,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3WeBI8ufPxrLCLW0wrGtWjklyQrcv3UK/audio.wav,4,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3ZTYdPOf2tadSndRpmI00EDjHKhiqAnI/audio.wav,2,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3ZkSUJUoSCmKwWxGxKRU34ayAAaKlb7V/audio.wav,5,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3aJK09BJXnUCJM4w1MpPYHShPb2dsulu/audio.wav,9,oshiwambo,kua,Female,25.0,Namibia,
/home/mila/c/chris.emezue/scratch/afr/data/3bCS7kjXDAsbCFNQ3CVGnAmSpOfl5Zxg/audio.wav,0,oshiwambo,kua,Male,26.0,United Kingdom,Oshiwanyama
/home/mila/c/chris.emezue/scratch/afr/data/3fjc3jaOPjx9NSLB7Pf0RV03cJA20Rwz/audio.wav,4,oshiwambo,kua,Male,26.0,United Kingdom,
/home/mila/c/chris.emezue/scratch/afr/data/3hIbPlS1ADt4u0B9Eo81htDWZ2gFtv4G/audio.wav,9,oshiwambo,kua,Male,26.0,United Kingdom,Oshikwanyama
